project_id,action,source_project_ids,source_family,assessment_rows,defer_to_residential,component_pins,construction_year,dwelling_units,building_sqft,land_sqft,allow_far,allow_dupac,multifamily,units_unusable,building_area_unusable,land_area_unusable,reported_construction_year,reported_land_sqft,evidence_ids,location_source,location_id,location_year,location_target_year,corrected_address,historical_location_pin,historical_location_year,zoning_group,zoning_year,zoning_source,zoning_note,decision_references,decision_reason
residential_17072160370000,exclude,residential_17072160370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row52,"The same improved property sold repeatedly before 2014, including in 2004 and 2009, and the listing identifies an older rehabilitated house. Nearby new-building permits cannot be assigned to this exact parcel."
residential_17083340500000,update,residential_17083340500000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,parcel_universe_2025,17083340500000,2025,2011,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row110 | residential_reviewed_parcel_locations.csv:row63,19 N Bishop is exact current parcel 1708334050. Passed February 2011 construction inspection supplies the user-approved completion proxy. | Exact current parcel address is 19 N Bishop; keep this four-flat separate from 17 and the completed 15 condominium. Use the approved 2011 year and reported lot.
residential_17083340510000,update,residential_17083340510000,residential,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,parcel_universe_2025,17083340510000,2025,2010,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row109 | residential_reviewed_parcel_locations.csv:row58,17 N Bishop is a separate four-flat; listing evidence supports the approved 2010 completion proxy. | Reviewed completed building or individual townhouse has this exact parcel identity; permits and completed assessments support the same physical building. Use its point with the approved construction-year ward map; retain source-reported land independently.
residential_17083340580000,exclude,residential_17083340580000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row15,Excluded from boundary density: no supported location; investigation closed by user
residential_17091190240000,update,residential_17091190240000,residential,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planned Development,2006,validated_historical_zoning,The reviewed 2006 historical zoning assignment identifies this parcel as planned development.,construction_modifications.csv:row125 | corrected_year_zoning_decisions.csv:row12,"The exact PIN is reported as a 7,910-square-foot home built in 2006 and sold in 2007. The Assessor selected 2008. | The reviewed 2006 historical zoning assignment identifies this parcel as planned development."
residential_17093140230000,exclude,residential_17093140230000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row16,Excluded from boundary density: no supported location; investigation closed by user
residential_17171050970000,update,residential_17171050970000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row40,The Monroe rows have separate PINs and nonoverlapping construction-year parcel polygons. The repeated unit number reflects the collapsed historical address; the neighboring parcels are separate townhouses.
residential_17171050980000,update,residential_17171050980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row45,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171050990000,update,residential_17171050990000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row46,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051000000,update,residential_17171051000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row47,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051010000,update,residential_17171051010000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row48,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051020000,update,residential_17171051020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row49,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051030000,update,residential_17171051030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row50,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051040000,update,residential_17171051040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row51,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051050000,update,residential_17171051050000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row52,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051140000,update,residential_17171051140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row44,"This unit is part of the separately parceled Monroe townhouse development. City permit records and contemporaneous property records support the development, and the construction-year parcel does not overlap neighboring units."
residential_17171051160000,update,residential_17171051160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row41,The Monroe rows have separate PINs and nonoverlapping construction-year parcel polygons. The repeated unit number reflects the collapsed historical address; the neighboring parcels are separate townhouses.
residential_17172010120000,update,residential_17172010120000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row156,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010130000,update,residential_17172010130000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row157,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010140000,update,residential_17172010140000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row158,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010150000,update,residential_17172010150000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row159,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010160000,update,residential_17172010160000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row160,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010170000,update,residential_17172010170000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row161,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010180000,update,residential_17172010180000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row162,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010190000,update,residential_17172010190000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row163,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010200000,update,residential_17172010200000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row164,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010210000,update,residential_17172010210000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row165,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010220000,update,residential_17172010220000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row166,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010230000,update,residential_17172010230000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row167,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010240000,update,residential_17172010240000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row168,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010250000,update,residential_17172010250000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row169,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010260000,update,residential_17172010260000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row170,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010270000,update,residential_17172010270000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row171,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010280000,update,residential_17172010280000,residential,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row172,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010290000,update,residential_17172010290000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row173,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010300000,update,residential_17172010300000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row174,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010310000,update,residential_17172010310000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row175,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010320000,update,residential_17172010320000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row176,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010330000,update,residential_17172010330000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row177,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010340000,update,residential_17172010340000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row178,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010350000,update,residential_17172010350000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row179,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010360000,update,residential_17172010360000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row180,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010370000,update,residential_17172010370000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row181,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010380000,update,residential_17172010380000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row182,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010390000,update,residential_17172010390000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row183,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010400000,update,residential_17172010400000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row184,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010410000,update,residential_17172010410000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row185,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010420000,update,residential_17172010420000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row186,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010430000,update,residential_17172010430000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row187,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010440000,update,residential_17172010440000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row188,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172010450000,update,residential_17172010450000,residential,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row189,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172100450000,update,residential_17172100450000,residential,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row191,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17172100730000,update,residential_17172100730000,residential,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row192,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17173230250000,update,residential_17173230250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row16,"Jacob accepted the later Assessor year 2006 on 2026-09-07, consistent with final completion of the rental phase. Earlier Assessor reports give 2005; the phase date does not independently date this building."
residential_17211230430000,exclude,residential_17211230430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row37,"The later single-card PIN reproduces the 2,302-square-foot second card already counted in the five-card 1460 S Emerald project. Retaining both rows would count the same dwelling twice."
residential_17211280030000,update,residential_17211280030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Downtown,2009,ordinance_history,"The September 13, 2006 downtown rezoning predates the corrected 2009 construction year.",corrected_year_zoning_decisions.csv:row13,"The September 13, 2006 downtown rezoning predates the corrected 2009 construction year."
residential_17223020910000,update,residential_17223020910000,residential,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row190,Approved pre-period construction year; same building measurements recorded before selected modern year
residential_17271290150000,update,residential_17271290150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17271290690000,NA,NA,NA,NA,NA,historical_address_matches.csv:row5,recover_unique_address_confirmed_by_parcel_history
residential_17293030050000,update,residential_17293030050000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row131,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030060000,update,residential_17293030060000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row132,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030070000,update,residential_17293030070000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row133,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030080000,update,residential_17293030080000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row134,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030090000,update,residential_17293030090000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row135,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030100000,update,residential_17293030100000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row136,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030110000,update,residential_17293030110000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row137,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030120000,update,residential_17293030120000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row138,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030130000,update,residential_17293030130000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row139,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030140000,update,residential_17293030140000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row140,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030150000,update,residential_17293030150000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row141,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293030160000,update,residential_17293030160000,residential,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row142,This unit is part of a documented 17-townhome development delivered in 2020. The Assessor selected 2019.
residential_17293100550000,update,residential_17293100550000,residential,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row56,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293100560000,update,residential_17293100560000,residential,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row57,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293100570000,update,residential_17293100570000,residential,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row58,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293100580000,update,residential_17293100580000,residential,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row59,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300010000,update,residential_17293300010000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row50,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300020000,update,residential_17293300020000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row51,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300030000,update,residential_17293300030000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row52,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300040000,update,residential_17293300040000,residential,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row55,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300050000,update,residential_17293300050000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row53,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300060000,update,residential_17293300060000,residential,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row54,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17293300180000,update,residential_17293300180000,residential,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row60,User-approved completion proxy supported by new-building permits and dated original sales or listing construction years; preserve individual home measurements.
residential_17311070250000,exclude,residential_17311070250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row53,"The same 1,159-square-foot improved property sold twice in 2004. The official snapshots preserve substantially the same footprint, and no demolition or new-building permit supports the Assessor's later 2008 date."
residential_17321190580000,update,residential_17321190580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parcel_universe_2025,17321190580000,2025,2007,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_parcel_locations.csv:row20,Reviewed individual home and matching private parcel; current exact parcel point lies inside recorded historical development site; use individual location without allocating shared land
residential_17321190670000,update,residential_17321190670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parcel_universe_2025,17321190670000,2025,2007,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_parcel_locations.csv:row21,Reviewed individual home and matching private parcel; current exact parcel point lies inside recorded historical development site; use individual location without allocating shared land
residential_17324080370000,exclude,residential_17324080370000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_duplicates.csv:row11,User-approved duplicate exclusion; retain the continuing individually assessed house at 3626 S Sangamon without combining land areas
